genbank_accession	genbank_accession_rev	strain	date	region	country	division	location	length	host	lineage	release_date	update_date	sra_accessions	authors	institution
AB678684	AB678684.1	AB678684	2010-XX-XX	Asia	Indonesia			1320		NA	2012-04-24	2013-04-12		Mulyatno et al.	"BIKEN Endowed Department of Dengue Vaccine Development; 3-1 Yamadaoka, Suita, Osaka 565-0871"
AB678685	AB678685.1	AB678685	2010-XX-XX	Asia	Indonesia			1320		NA	2012-04-24	2013-04-12		Mulyatno et al.	"BIKEN Endowed Department of Dengue Vaccine Development; 3-1 Yamadaoka, Suita, Osaka 565-0871"
AB678686	AB678686.1	AB678686	2010-XX-XX	Asia	Indonesia			1320		NA	2012-04-24	2013-04-12		Mulyatno et al.	"BIKEN Endowed Department of Dengue Vaccine Development; 3-1 Yamadaoka, Suita, Osaka 565-0871"
AB678687	AB678687.1	AB678687	2011-XX-XX	Asia	Indonesia			1320		NA	2012-04-24	2013-04-12		Mulyatno et al.	"BIKEN Endowed Department of Dengue Vaccine Development; 3-1 Yamadaoka, Suita, Osaka 565-0871"
AB678688	AB678688.1	AB678688	2011-XX-XX	Asia	Indonesia			1320		NA	2012-04-24	2013-04-12		Mulyatno et al.	"BIKEN Endowed Department of Dengue Vaccine Development; 3-1 Yamadaoka, Suita, Osaka 565-0871"
AB678689	AB678689.1	AB678689	2011-XX-XX	Asia	Indonesia			1320		NA	2012-04-24	2013-04-12		Mulyatno et al.	"BIKEN Endowed Department of Dengue Vaccine Development; 3-1 Yamadaoka, Suita, Osaka 565-0871"
AB678690	AB678690.1	AB678690	2011-XX-XX	Asia	Indonesia			1320		NA	2012-04-24	2013-04-12		Mulyatno et al.	"BIKEN Endowed Department of Dengue Vaccine Development; 3-1 Yamadaoka, Suita, Osaka 565-0871"
AB678691	AB678691.1	AB678691	2010-XX-XX	Asia	Indonesia			1320		NA	2012-04-24	2013-04-12		Mulyatno et al.	"BIKEN Endowed Department of Dengue Vaccine Development; 3-1 Yamadaoka, Suita, Osaka 565-0871"
AB678692	AB678692.1	AB678692	2010-XX-XX	Asia	Indonesia			1320		NA	2012-04-24	2013-04-12		Mulyatno et al.	"BIKEN Endowed Department of Dengue Vaccine Development; 3-1 Yamadaoka, Suita, Osaka 565-0871"
AB678693	AB678693.1	AB678693	2010-XX-XX	Asia	Indonesia			1320		NA	2012-04-24	2013-04-12		Mulyatno et al.	"BIKEN Endowed Department of Dengue Vaccine Development; 3-1 Yamadaoka, Suita, Osaka 565-0871"
AB678694	AB678694.1	AB678694	2010-XX-XX	Asia	Indonesia			1320		NA	2012-04-24	2013-04-12		Mulyatno et al.	"BIKEN Endowed Department of Dengue Vaccine Development; 3-1 Yamadaoka, Suita, Osaka 565-0871"
AB678695	AB678695.1	AB678695	2010-XX-XX	Asia	Indonesia			1320		NA	2012-04-24	2013-04-12		Mulyatno et al.	"BIKEN Endowed Department of Dengue Vaccine Development; 3-1 Yamadaoka, Suita, Osaka 565-0871"
PV883247	PV883247.1	PV883247	2024-04-16	Asia	Indonesia	Tangerang	Banten	1300	Homo sapiens	NA	2025-07-14	2025-07-14		Jaya et al.	The Indonesia Research Partnership on Infectious Disease (INA-RESPOND)
PV883248	PV883248.1	PV883248	2024-04-21	Asia	Indonesia	Tangerang	Banten	1300	Homo sapiens	NA	2025-07-14	2025-07-14		Jaya et al.	The Indonesia Research Partnership on Infectious Disease (INA-RESPOND)
PV883249	PV883249.1	PV883249	2024-08-27	Asia	Indonesia	Tangerang	Banten	1300	Homo sapiens	NA	2025-07-14	2025-07-14		Jaya et al.	The Indonesia Research Partnership on Infectious Disease (INA-RESPOND)
AB857730	AB857730.1	AB857730	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857731	AB857731.1	AB857731	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857732	AB857732.1	AB857732	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857733	AB857733.1	AB857733	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857734	AB857734.1	AB857734	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857735	AB857735.1	AB857735	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857736	AB857736.1	AB857736	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857737	AB857737.1	AB857737	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857738	AB857738.1	AB857738	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857739	AB857739.1	AB857739	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857740	AB857740.1	AB857740	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857741	AB857741.1	AB857741	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857742	AB857742.1	AB857742	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857743	AB857743.1	AB857743	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857744	AB857744.1	AB857744	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857745	AB857745.1	AB857745	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857746	AB857746.1	AB857746	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857747	AB857747.1	AB857747	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857748	AB857748.1	AB857748	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857749	AB857749.1	AB857749	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857750	AB857750.1	AB857750	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857751	AB857751.1	AB857751	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857752	AB857752.1	AB857752	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857753	AB857753.1	AB857753	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857754	AB857754.1	AB857754	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857755	AB857755.1	AB857755	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857756	AB857756.1	AB857756	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857757	AB857757.1	AB857757	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857758	AB857758.1	AB857758	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857759	AB857759.1	AB857759	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857760	AB857760.1	AB857760	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857761	AB857761.1	AB857761	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857762	AB857762.1	AB857762	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857763	AB857763.1	AB857763	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857764	AB857764.1	AB857764	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857765	AB857765.1	AB857765	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857766	AB857766.1	AB857766	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857767	AB857767.1	AB857767	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857768	AB857768.1	AB857768	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857769	AB857769.1	AB857769	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857770	AB857770.1	AB857770	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857771	AB857771.1	AB857771	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857772	AB857772.1	AB857772	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857773	AB857773.1	AB857773	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857774	AB857774.1	AB857774	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857775	AB857775.1	AB857775	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857776	AB857776.1	AB857776	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857777	AB857777.1	AB857777	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857778	AB857778.1	AB857778	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857779	AB857779.1	AB857779	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857780	AB857780.1	AB857780	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857781	AB857781.1	AB857781	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857782	AB857782.1	AB857782	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857783	AB857783.1	AB857783	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857784	AB857784.1	AB857784	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857785	AB857785.1	AB857785	2010-XX-XX	Asia	Thailand	Ratchaburi Province		3747	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857786	AB857786.1	AB857786	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857787	AB857787.1	AB857787	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857788	AB857788.1	AB857788	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857789	AB857789.1	AB857789	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857790	AB857790.1	AB857790	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857791	AB857791.1	AB857791	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857792	AB857792.1	AB857792	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857793	AB857793.1	AB857793	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857794	AB857794.1	AB857794	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857795	AB857795.1	AB857795	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857796	AB857796.1	AB857796	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857797	AB857797.1	AB857797	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857798	AB857798.1	AB857798	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857799	AB857799.1	AB857799	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857800	AB857800.1	AB857800	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857801	AB857801.1	AB857801	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857802	AB857802.1	AB857802	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857803	AB857803.1	AB857803	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857804	AB857804.1	AB857804	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857805	AB857805.1	AB857805	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857806	AB857806.1	AB857806	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857807	AB857807.1	AB857807	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857808	AB857808.1	AB857808	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857809	AB857809.1	AB857809	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857810	AB857810.1	AB857810	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857811	AB857811.1	AB857811	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857812	AB857812.1	AB857812	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857813	AB857813.1	AB857813	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857814	AB857814.1	AB857814	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857815	AB857815.1	AB857815	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857816	AB857816.1	AB857816	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857817	AB857817.1	AB857817	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857818	AB857818.1	AB857818	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857819	AB857819.1	AB857819	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857820	AB857820.1	AB857820	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857821	AB857821.1	AB857821	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857822	AB857822.1	AB857822	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857823	AB857823.1	AB857823	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857824	AB857824.1	AB857824	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857825	AB857825.1	AB857825	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857826	AB857826.1	AB857826	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857827	AB857827.1	AB857827	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857828	AB857828.1	AB857828	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857829	AB857829.1	AB857829	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857830	AB857830.1	AB857830	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857831	AB857831.1	AB857831	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857832	AB857832.1	AB857832	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857833	AB857833.1	AB857833	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857834	AB857834.1	AB857834	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857835	AB857835.1	AB857835	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857836	AB857836.1	AB857836	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857837	AB857837.1	AB857837	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AB857838	AB857838.1	AB857838	2010-XX-XX	Asia	Thailand	Ratchaburi Province		1320	Homo sapiens	NA	2014-10-04	2015-02-20		Sasayama et al.	"Ratchathewi, Bangkok, Thailand 10400"
AF023283	AF023283.1	AF023283	XXXX-XX-XX					503		NA	1997-11-06	1998-02-26		Pfeffer et al.	"Institute for Medical Microbiology, Infectious and Epidemic Diseases, Ludwig-Maximilians University"
AF192891	AF192891.1	AF192891	XXXX-XX-XX					1044		NA	2000-03-20	2016-07-26		Powers et al.	"University of Texas Medical Branch, Pathology"
AF192892	AF192892.1	AF192892	XXXX-XX-XX					1044		NA	2000-03-20	2016-07-26		Powers et al.	"University of Texas Medical Branch, Pathology"
AF192893	AF192893.1	AF192893	XXXX-XX-XX					1044		NA	2000-03-20	2016-07-26		Powers et al.	"University of Texas Medical Branch, Pathology"
AF192894	AF192894.1	AF192894	XXXX-XX-XX					1044		NA	2000-03-20	2016-07-26		Powers et al.	"University of Texas Medical Branch, Pathology"
AF192895	AF192895.1	AF192895	XXXX-XX-XX					1044		NA	2000-03-20	2016-07-26		Powers et al.	"University of Texas Medical Branch, Pathology"
AF192896	AF192896.1	AF192896	XXXX-XX-XX					1044		NA	2000-03-20	2016-07-26		Powers et al.	"University of Texas Medical Branch, Pathology"
AF192897	AF192897.1	AF192897	XXXX-XX-XX					1044		NA	2000-03-20	2016-07-26		Powers et al.	"University of Texas Medical Branch, Pathology"
